retriever,k,qpp_method,window_size,alpha,r,p1(r),tau,p1(tau),num_of_queries,with_0shot_posterior
tct,9,bertQPP,2,0.7,0.38768197893454287,8.733796158046648e-05,0.2414089347079038,0.0004598488311252096,97,False
tct,9,bertQPP,2,0.7,0.4161192489531535,2.2443442327266132e-05,0.2714776632302406,8.166950933778078e-05,97,True
tct,9,bertQPP(QV),2,0.7,0.3522151572431145,0.00040312055447362606,0.22465635738831619,0.0011140538745299275,97,False
tct,9,bertQPP(QV),2,0.7,0.38819300507373566,8.532277950188027e-05,0.2577319587628867,0.0001840336555755922,97,True
tct,9,spatial,2,0.75,0.2799963367188358,0.0054747715304783555,0.2018900343642612,0.0033934144348203364,97,False
tct,9,spatial,2,0.75,0.31352715747926485,0.0017654083315785532,0.24269759450171827,0.0004286013573495472,97,True
tct,9,a_ratio,2,0.75,0.32757131617484314,0.001055723503535596,0.2100515463917526,0.0023030471051788694,97,False
tct,9,a_ratio,2,0.75,0.37692562257815765,0.0001415053003721373,0.26374570446735396,0.00012958397281742168,97,True
tct,9,nqc,2,0.75,0.2170364731766638,0.032730476478263444,0.11082474226804125,0.10779310640620364,97,False
tct,9,nqc,2,0.75,0.3048137205930078,0.002399475131224767,0.19931271477663232,0.003824903963020039,97,True
tct,9,bertQPP,2,0.75,0.3914060110978048,7.36107307108675e-05,0.24097938144329903,0.0004707284379041492,97,False
tct,9,bertQPP,2,0.75,0.4177825493739759,2.0648631126819503e-05,0.28135738831615126,4.4493757835023985e-05,97,True
tct,9,bertQPP(QV),2,0.75,0.36111374906782445,0.00027919387808325764,0.23969072164948454,0.0005048251929224872,97,False
tct,9,bertQPP(QV),2,0.75,0.3929931947200566,6.83943462025353e-05,0.2667525773195877,0.00010844269870482771,97,True
tct,9,spatial,2,0.8,0.2946828063818654,0.0033893850178739874,0.21262886597938147,0.002032205430312129,97,False
tct,9,spatial,2,0.8,0.3219186841210051,0.0013022699573347987,0.24699312714776633,0.0003381788389163567,97,True
tct,9,a_ratio,2,0.8,0.32863283629000223,0.001014468699240318,0.2100515463917526,0.0023030471051788694,97,False
tct,9,a_ratio,2,0.8,0.3773188804694614,0.00013907145634591066,0.26460481099656363,0.00012317744827931967,97,True
tct,9,nqc,2,0.8,0.2370746782063009,0.019382952476881658,0.11984536082474227,0.08201867152410211,97,False
tct,9,nqc,2,0.8,0.32191818034213315,0.0013022940855797293,0.2134879725085911,0.0019486331283160838,97,True
tct,9,bertQPP,2,0.8,0.38850821852473555,8.410141340826689e-05,0.24484536082474234,0.00038088964117221485,97,False
tct,9,bertQPP,2,0.8,0.4141737574736231,2.4727891022748716e-05,0.277491408934708,5.656185112022831e-05,97,True
tct,9,bertQPP(QV),2,0.8,0.3642202354237403,0.00024497007337432377,0.24269759450171827,0.0004286013573495472,97,False
tct,9,bertQPP(QV),2,0.8,0.3934296885858006,6.702133713827857e-05,0.2667525773195877,0.00010844269870482771,97,True
tct,9,spatial,2,0.85,0.30687614716129397,0.002233214015055994,0.21821305841924402,0.0015427588468996702,97,False
tct,9,spatial,2,0.85,0.3335953935109102,0.0008404003613128153,0.24828178694158082,0.0003147483455907583,97,True
tct,9,a_ratio,2,0.85,0.32917564196556537,0.0009939455292029568,0.21606529209621997,0.0017164841150655054,97,False
tct,9,a_ratio,2,0.85,0.3755678528968989,0.00015021514472107213,0.2594501718213059,0.00016660580916833792,97,True
tct,9,nqc,2,0.85,0.26676942179844243,0.0082573011956238,0.13831615120274915,0.044736513464296176,97,False
tct,9,nqc,2,0.85,0.345758680522699,0.0005227570721532272,0.22938144329896912,0.0008728876884960134,97,True
tct,9,bertQPP,2,0.85,0.37941721048271915,0.00012672798980175546,0.24613402061855674,0.00035469522611087794,97,False
tct,9,bertQPP,2,0.85,0.4053633519051363,3.8071961303644124e-05,0.26975945017182135,9.058641607986754e-05,97,True
tct,9,bertQPP(QV),2,0.85,0.3615617907672589,0.0002739997963860697,0.2439862542955327,0.0003993454119661632,97,False
tct,9,bertQPP(QV),2,0.85,0.3894209579306469,8.06558742762194e-05,0.26589347079037806,0.0001141250014345169,97,True
tct,9,spatial,2,0.9,0.3165349307535049,0.001584575522673721,0.22422680412371138,0.0011387880187863695,97,False
tct,9,spatial,2,0.9,0.35017689198442203,0.0004378498018086011,0.25429553264604815,0.00022415245533308512,97,True
tct,9,a_ratio,2,0.9,0.32932399594394635,0.000988402551763473,0.21563573883161516,0.0017533187111864498,97,False
tct,9,a_ratio,2,0.9,0.3714552492715866,0.00017971983254634768,0.2555841924398626,0.0002082313453780151,97,True
tct,9,nqc,2,0.9,0.3116271347794569,0.0018890591025503942,0.17225085910652924,0.012434959394241826,97,False
tct,9,nqc,2,0.9,0.3782466070684839,0.00013348273095277168,0.2491408934707904,0.00029998189638302743,97,True
tct,9,bertQPP,2,0.9,0.36536400468172536,0.00023337666370380978,0.2439862542955327,0.0003993454119661632,97,False
tct,9,bertQPP,2,0.9,0.39198763748693904,7.165763734629149e-05,0.2633161512027492,0.000132903765324325,97,True
tct,9,bertQPP(QV),2,0.9,0.3539225953918932,0.0003759970576039736,0.23410652920962205,0.0006809162092632265,97,False
tct,9,bertQPP(QV),2,0.9,0.3813228887721517,0.000116406078079629,0.2624570446735396,0.00013978519828252247,97,True
